-1.250000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.071428571428571397e+00,1.000000000000000000e+00,1.000000000000000000e+00
-8.928571428571427937e-01,1.000000000000000000e+00,9.624999999999999112e-01
-7.142857142857143016e-01,1.000000000000000000e+00,8.880000000000000115e-01
-5.357142857142856984e-01,1.000000000000000000e+00,8.555000000000000382e-01
-3.571428571428570953e-01,1.000000000000000000e+00,8.100000000000000533e-01
-1.785714285714286031e-01,1.000000000000000000e+00,7.525000000000000577e-01
0.000000000000000000e+00,1.000000000000000000e+00,6.500000000000000222e-01
1.785714285714286031e-01,1.000000000000000000e+00,7.625000000000000666e-01
3.571428571428572063e-01,1.000000000000000000e+00,8.050000000000000488e-01
5.357142857142858094e-01,1.000000000000000000e+00,8.575000000000000400e-01
7.142857142857144126e-01,1.000000000000000000e+00,8.900000000000001243e-01
8.928571428571427937e-01,1.000000000000000000e+00,9.624999999999999112e-01
1.071428571428571619e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.250000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
