NACA 0030
     1.000000    0.003150
     0.989705    0.006739
     0.972622    0.012594
     0.953523    0.018998
     0.932497    0.025883
     0.909768    0.033135
     0.885652    0.040622
     0.860484    0.048216
     0.834565    0.055807
     0.808145    0.063311
     0.781416    0.070667
     0.754528    0.077826
     0.727597    0.084754
     0.700723    0.091422
     0.673987    0.097805
     0.647463    0.103882
     0.621219    0.109634
     0.595314    0.115042
     0.569806    0.120091
     0.544745    0.124767
     0.520178    0.129058
     0.496147    0.132954
     0.472689    0.136450
     0.449837    0.139539
     0.427618    0.142222
     0.406056    0.144497
     0.385171    0.146371
     0.364979    0.147848
     0.345491    0.148937
     0.326715    0.149650
     0.308657    0.150000
     0.291317    0.150002
     0.274695    0.149673
     0.258786    0.149031
     0.243582    0.148097
     0.229071    0.146888
     0.215242    0.145427
     0.202076    0.143734
     0.189557    0.141828
     0.177663    0.139730
     0.166374    0.137458
     0.155665    0.135029
     0.145512    0.132460
     0.135892    0.129767
     0.126778    0.126963
     0.118148    0.124060
     0.109976    0.121070
     0.102239    0.118003
     0.094915    0.114867
     0.087982    0.111669
     0.081420    0.108416
     0.075209    0.105113
     0.069332    0.101765
     0.063772    0.098375
     0.058514    0.094948
     0.053544    0.091484
     0.048848    0.087988
     0.044416    0.084459
     0.040235    0.080901
     0.036297    0.077313
     0.032594    0.073697
     0.029118    0.070054
     0.025861    0.066385
     0.022818    0.062691
     0.019984    0.058973
     0.017354    0.055232
     0.014925    0.051470
     0.012692    0.047689
     0.010652    0.043891
     0.008801    0.040077
     0.007138    0.036251
     0.005659    0.032416
     0.004361    0.028576
     0.003240    0.024733
     0.002294    0.020892
     0.001517    0.017058
     0.000906    0.013234
     0.000456    0.009425
     0.000162    0.005635
     0.000018    0.001871
     0.000018   -0.001870
     0.000162   -0.005635
     0.000456   -0.009424
     0.000906   -0.013233
     0.001517   -0.017058
     0.002294   -0.020892
     0.003240   -0.024733
     0.004361   -0.028576
     0.005659   -0.032416
     0.007138   -0.036251
     0.008801   -0.040077
     0.010651   -0.043890
     0.012692   -0.047689
     0.014925   -0.051470
     0.017354   -0.055232
     0.019984   -0.058973
     0.022818   -0.062691
     0.025861   -0.066385
     0.029117   -0.070054
     0.032594   -0.073697
     0.036297   -0.077312
     0.040235   -0.080900
     0.044415   -0.084459
     0.048848   -0.087988
     0.053544   -0.091484
     0.058514   -0.094948
     0.063772   -0.098375
     0.069332   -0.101765
     0.075209   -0.105113
     0.081419   -0.108416
     0.087981   -0.111669
     0.094914   -0.114867
     0.102239   -0.118003
     0.109975   -0.121070
     0.118147   -0.124060
     0.126778   -0.126963
     0.135891   -0.129767
     0.145512   -0.132460
     0.155664   -0.135029
     0.166373   -0.137457
     0.177663   -0.139730
     0.189556   -0.141828
     0.202075   -0.143734
     0.215241   -0.145427
     0.229071   -0.146888
     0.243581   -0.148097
     0.258785   -0.149031
     0.274695   -0.149673
     0.291316   -0.150002
     0.308656   -0.150000
     0.326714   -0.149650
     0.345490   -0.148937
     0.364978   -0.147848
     0.385170   -0.146371
     0.406055   -0.144497
     0.427617   -0.142222
     0.449836   -0.139539
     0.472688   -0.136450
     0.496146   -0.132955
     0.520177   -0.129058
     0.544744   -0.124767
     0.569805   -0.120091
     0.595313   -0.115042
     0.621218   -0.109634
     0.647463   -0.103883
     0.673986   -0.097805
     0.700723   -0.091422
     0.727597   -0.084754
     0.754527   -0.077826
     0.781416   -0.070667
     0.808145   -0.063312
     0.834565   -0.055807
     0.860483   -0.048216
     0.885652   -0.040622
     0.909768   -0.033135
     0.932497   -0.025883
     0.953523   -0.018999
     0.972621   -0.012594
     0.989705   -0.006738
     1.000000   -0.003150
