Panel 3 Outline 
X          Y 
113.76623376623377  5.386363636363637
115.18831168831169  5.431818181818182
116.6103896103896  5.4772727272727275
118.03246753246754  5.522727272727273
119.45454545454545  5.568181818181818
120.87662337662337  5.613636363636363
122.2987012987013  5.659090909090909
123.72077922077922  5.704545454545455
125.14285714285714  5.75
126.56493506493506  5.795454545454546
127.98701298701299  5.840909090909091
129.4090909090909  5.886363636363637
130.83116883116884  5.931818181818182
132.25324675324674  5.9772727272727275
133.67532467532467  6.0227272727272725
135.0974025974026  6.068181818181818
136.5194805194805  6.113636363636363
137.94155844155844  6.159090909090909
139.36363636363637  6.204545454545455
140.78571428571428  6.25
142.2077922077922  6.295454545454546
143.6298701298701  6.340909090909091
145.05194805194805  6.386363636363637
146.47402597402598  6.431818181818182
147.89610389610388  6.4772727272727275
149.3181818181818  6.5227272727272725
150.74025974025975  6.568181818181818
152.16233766233765  6.613636363636364
153.58441558441558  6.659090909090909
155.0064935064935  6.704545454545455
156.42857142857142  6.75
157.85064935064935  6.795454545454546
159.27272727272728  6.840909090909091
160.69480519480518  6.886363636363637
162.11688311688312  6.931818181818182
163.53896103896105  6.9772727272727275
163.53896103896105  8.823099694423224
163.53896103896105  10.668926661573721
163.53896103896105  12.514753628724218
163.53896103896105  14.360580595874714
163.53896103896105  16.20640756302521
163.53896103896105  18.052234530175706
163.53896103896105  19.898061497326204
163.53896103896105  21.7438884644767
163.53896103896105  23.589715431627194
163.53896103896105  25.43554239877769
163.53896103896105  27.28136936592819
163.53896103896105  29.127196333078686
163.53896103896105  30.973023300229183
163.53896103896105  32.81885026737967
163.53896103896105  34.664677234530174
163.53896103896105  36.510504201680675
163.53896103896105  38.35633116883117
163.53896103896105  40.20215813598166
163.53896103896105  42.04798510313216
163.53896103896105  43.89381207028266
163.53896103896105  45.73963903743316
163.53896103896105  47.58546600458365
163.53896103896105  49.431292971734145
163.53896103896105  51.277119938884645
163.53896103896105  53.12294690603514
163.53896103896105  54.96877387318564
163.53896103896105  56.814600840336134
163.53896103896105  58.66042780748663
163.53896103896105  60.50625477463713
163.53896103896105  62.35208174178762
163.53896103896105  64.19790870893812
163.53896103896105  66.04373567608862
163.53896103896105  67.88956264323912
163.53896103896105  69.7353896103896
162.11688311688312  70.08116883116884
160.6948051948052  70.42694805194805
159.27272727272728  70.77272727272728
157.85064935064935  71.11850649350649
156.42857142857144  71.46428571428572
155.0064935064935  71.81006493506493
153.58441558441558  72.15584415584416
152.16233766233768  72.50162337662337
150.74025974025975  72.8474025974026
149.3181818181818  73.19318181818181
147.8961038961039  73.53896103896105
146.47402597402598  73.88474025974025
145.05194805194805  74.23051948051949
143.62987012987014  74.5762987012987
142.2077922077922  74.92207792207792
140.78571428571428  75.26785714285714
139.36363636363637  75.61363636363636
137.94155844155844  75.95941558441558
136.5194805194805  76.3051948051948
135.0974025974026  76.65097402597402
133.67532467532467  76.99675324675324
132.25324675324674  77.34253246753246
130.83116883116884  77.68831168831169
129.4090909090909  78.0340909090909
127.98701298701299  78.37987012987013
126.56493506493507  78.72564935064935
125.14285714285714  79.07142857142857
123.72077922077922  79.41720779220779
122.2987012987013  79.76298701298701
120.87662337662339  80.10876623376623
119.45454545454545  80.45454545454545
118.03246753246754  80.80032467532467
116.61038961038962  81.1461038961039
115.18831168831169  81.49188311688312
113.76623376623377  81.83766233766234
113.76623376623377  81.83766233766234
113.76623376623377  79.58909472880062
113.76623376623377  77.34052711993888
113.76623376623377  75.09195951107716
113.76623376623377  72.84339190221543
113.76623376623377  70.5948242933537
113.76623376623377  68.34625668449198
113.76623376623377  66.09768907563026
113.76623376623377  63.84912146676852
113.76623376623377  61.6005538579068
113.76623376623377  59.35198624904507
113.76623376623377  57.10341864018335
113.76623376623377  54.85485103132162
113.76623376623377  52.606283422459896
113.76623376623377  50.35771581359817
113.76623376623377  48.10914820473644
113.76623376623377  45.860580595874715
113.76623376623377  43.61201298701299
113.76623376623377  41.36344537815126
113.76623376623377  39.114877769289535
113.76623376623377  36.86631016042781
113.76623376623377  34.61774255156608
113.76623376623377  32.369174942704355
113.76623376623377  30.120607333842628
113.76623376623377  27.872039724980908
113.76623376623377  25.62347211611918
113.76623376623377  23.374904507257455
113.76623376623377  21.126336898395728
113.76623376623377  18.877769289534
113.76623376623377  16.629201680672267
113.76623376623377  14.380634071810547
113.76623376623377  12.132066462948814
113.76623376623377  9.883498854087094
113.76623376623377  7.634931245225374
113.76623376623377  5.386363636363637
