Panel 2 Outline 
X          Y 
56.883116883116884  3.5681818181818183
58.3051948051948  3.6136363636363638
59.72727272727273  3.659090909090909
61.14935064935065  3.7045454545454546
62.57142857142857  3.75
63.993506493506494  3.7954545454545454
65.41558441558442  3.840909090909091
66.83766233766234  3.8863636363636362
68.25974025974025  3.9318181818181817
69.68181818181819  3.9772727272727275
71.1038961038961  4.022727272727273
72.52597402597402  4.068181818181818
73.94805194805194  4.113636363636363
75.37012987012987  4.159090909090909
76.79220779220779  4.204545454545455
78.21428571428571  4.25
79.63636363636364  4.295454545454545
81.05844155844156  4.340909090909091
82.48051948051948  4.386363636363637
83.90259740259741  4.431818181818182
85.32467532467533  4.4772727272727275
86.74675324675324  4.522727272727273
88.16883116883116  4.568181818181818
89.5909090909091  4.613636363636363
91.01298701298701  4.659090909090909
92.43506493506493  4.704545454545455
93.85714285714286  4.75
95.27922077922078  4.795454545454545
96.7012987012987  4.840909090909091
98.12337662337661  4.886363636363637
99.54545454545455  4.931818181818182
100.96753246753246  4.9772727272727275
102.38961038961038  5.022727272727273
103.81168831168831  5.068181818181818
105.23376623376623  5.113636363636363
106.65584415584415  5.159090909090909
106.65584415584415  7.465192895339954
106.65584415584415  9.771294881589
106.65584415584415  12.077396867838043
106.65584415584415  14.38349885408709
106.65584415584415  16.689600840336134
106.65584415584415  18.99570282658518
106.65584415584415  21.301804812834224
106.65584415584415  23.60790679908327
106.65584415584415  25.914008785332317
106.65584415584415  28.22011077158136
106.65584415584415  30.526212757830404
106.65584415584415  32.832314744079454
106.65584415584415  35.1384167303285
106.65584415584415  37.444518716577534
106.65584415584415  39.75062070282658
106.65584415584415  42.05672268907563
106.65584415584415  44.362824675324674
106.65584415584415  46.66892666157372
106.65584415584415  48.97502864782276
106.65584415584415  51.28113063407181
106.65584415584415  53.587232620320854
106.65584415584415  55.893334606569894
106.65584415584415  58.19943659281894
106.65584415584415  60.50553857906799
106.65584415584415  62.811640565317035
106.65584415584415  65.11774255156608
106.65584415584415  67.42384453781511
106.65584415584415  69.72994652406416
106.65584415584415  72.03604851031321
106.65584415584415  74.34215049656225
106.65584415584415  76.6482524828113
106.65584415584415  78.95435446906035
106.65584415584415  81.2604564553094
106.65584415584415  83.56655844155844
105.23376623376623  83.91233766233766
103.81168831168831  84.25811688311688
102.3896103896104  84.6038961038961
100.96753246753246  84.94967532467533
99.54545454545455  85.29545454545455
98.12337662337663  85.64123376623377
96.7012987012987  85.98701298701299
95.27922077922078  86.33279220779221
93.85714285714286  86.67857142857143
92.43506493506494  87.02435064935065
91.01298701298701  87.37012987012987
89.5909090909091  87.7159090909091
88.16883116883116  88.06168831168831
86.74675324675326  88.40746753246754
85.32467532467533  88.75324675324676
83.9025974025974  89.09902597402598
82.48051948051949  89.4448051948052
81.05844155844156  89.79058441558442
79.63636363636363  90.13636363636364
78.21428571428572  90.48214285714286
76.79220779220779  90.82792207792208
75.37012987012989  91.1737012987013
73.94805194805195  91.51948051948052
72.52597402597402  91.86525974025975
71.10389610389612  92.21103896103897
69.68181818181819  92.55681818181819
68.25974025974025  92.90259740259741
66.83766233766235  93.24837662337663
65.41558441558442  93.59415584415584
63.99350649350649  93.93993506493507
62.571428571428584  94.28571428571428
61.14935064935065  94.63149350649351
59.72727272727272  94.97727272727272
58.305194805194816  95.32305194805195
56.883116883116884  95.66883116883116
56.883116883116884  95.66883116883116
56.883116883116884  92.95998854087088
56.883116883116884  90.25114591291062
56.883116883116884  87.54230328495034
56.883116883116884  84.83346065699006
56.883116883116884  82.12461802902979
56.883116883116884  79.41577540106951
56.883116883116884  76.70693277310923
56.883116883116884  73.99809014514896
56.883116883116884  71.28924751718868
56.883116883116884  68.58040488922842
56.883116883116884  65.87156226126814
56.883116883116884  63.16271963330786
56.883116883116884  60.453877005347586
56.883116883116884  57.74503437738731
56.883116883116884  55.03619174942703
56.883116883116884  52.32734912146676
56.883116883116884  49.61850649350649
56.883116883116884  46.90966386554621
56.883116883116884  44.200821237585934
56.883116883116884  41.49197860962566
56.883116883116884  38.78313598166538
56.883116883116884  36.07429335370511
56.883116883116884  33.365450725744836
56.883116883116884  30.656608097784556
56.883116883116884  27.94776546982429
56.883116883116884  25.23892284186401
56.883116883116884  22.53008021390373
56.883116883116884  19.821237585943464
56.883116883116884  17.112394957983184
56.883116883116884  14.403552330022904
56.883116883116884  11.694709702062639
56.883116883116884  8.985867074102359
56.883116883116884  6.277024446142079
56.883116883116884  3.5681818181818183
